1498652846885;55;931
1498652849395;658;931
1498652849419;668;931
1498652849437;668;931
1498652849457;668;931
1498652849478;668;931
1498652849499;668;931
1498652849521;668;931
1498652849540;668;931
1498652849561;668;931
1498652849582;668;931
1498652849609;668;931
1498652849631;668;931
1498652849650;668;931
1498652849672;668;931
1498652849698;668;931
1498652849723;668;931
1498652849750;668;931
1498652849776;668;931
1498652849789;668;931
1498652849810;668;931
1498652849831;668;931
1498652849860;663;931
1498652849887;659;931
1498652849915;656;931
1498652849936;652;931
1498652849956;647;931
1498652849983;643;931
1498652850009;643;931
1498652850038;643;931
1498652850065;643;931
1498652850085;642;931
1498652850106;641;931
1498652850127;641;931
1498652850154;641;931
1498652850173;641;931
1498652850194;641;931
1498652850214;641;931
1498652850236;641;931
1498652850256;641;931
1498652850276;641;931
1498652850298;641;931
1498652850318;641;931
1498652850339;641;931
1498652850361;641;931
1498652850381;641;931
1498652850403;641;931
1498652850598;652;931
1498652850637;667;931
1498652850655;675;931
1498652850674;688;931
1498652850696;707;931
1498652850716;720;931
1498652850737;736;931
1498652850757;744;931
1498652850779;754;931
1498652850801;764;931
1498652850821;770;931
1498652850843;778;931
1498652850863;783;931
1498652850884;789;931
1498652850904;791;931
1498652850924;794;931
1498652850946;797;931
1498652850966;798;931
1498652850988;802;931
1498652851011;804;931
1498652851040;804;931
1498652851068;804;931
1498652851081;802;931
1498652851103;799;931
1498652851123;794;931
1498652851145;785;931
1498652851165;779;931
1498652851185;771;931
1498652851205;766;931
1498652851227;757;931
1498652851251;744;931
1498652851278;729;931
1498652851292;720;931
1498652851312;706;931
1498652851333;698;931
1498652851354;683;931
1498652851375;670;931
1498652851397;649;931
1498652851421;628;931
1498652851459;590;931
1498652851488;561;931
1498652851509;551;931
1498652851524;543;931
1498652851546;536;931
1498652851567;530;931
1498652851591;521;931
1498652851611;513;931
1498652851634;508;931
1498652851655;506;931
1498652851673;502;931
1498652851702;494;931
1498652851722;482;931
1498652851749;474;931
1498652851764;467;931
1498652851785;456;931
1498652851804;447;931
1498652851836;435;931
1498652851855;431;931
1498652851875;425;931
1498652851898;417;931
1498652851929;410;931
1498652851947;410;931
1498652851982;408;931
1498652852005;404;931
1498652852025;400;931
1498652852045;397;931
1498652852078;382;931
1498652852098;361;931
1498652852119;349;931
1498652852158;334;931
1498652852179;334;931
1498652852208;334;931
1498652852230;334;931
1498652852251;334;931
1498652852272;334;931
1498652852292;334;931
1498652852337;334;931
1498652852356;334;931
1498652852372;334;931
1498652852393;334;931
1498652852412;334;931
1498652852433;334;931
1498652852463;334;931
1498652852540;334;931
1498652852561;334;931
1498652852584;334;931
1498652852606;334;931
1498652852628;334;931
1498652852651;334;931
1498652852670;334;931
1498652852690;334;931
1498652852710;334;931
1498652852732;334;931
1498652852754;334;931
1498652852774;334;931
1498652852794;334;931
1498652852814;334;931
1498652852835;334;931
1498652852856;334;931
1498652852877;334;931
1498652852898;334;931
1498652852980;334;931
1498652853002;333;931
1498652853022;334;931
1498652853052;334;931
1498652853074;334;931
1498652853093;334;931
1498652853113;334;931
1498652853134;334;931
1498652853156;334;931
1498652853175;334;931
1498652853196;334;931
1498652853217;334;931
1498652853238;334;931
1498652853257;334;931
1498652853277;334;931
1498652853298;334;931
1498652853319;334;931
1498652853363;343;931
1498652853384;344;931
1498652853404;347;931
1498652853424;348;931
1498652853445;351;931
1498652853467;354;931
1498652853497;358;931
1498652853536;359;931
1498652853564;359;931
1498652853584;359;931
1498652853617;364;931
1498652853636;367;931
1498652853656;369;931
1498652853675;370;931
1498652853697;370;931
1498652853717;370;931
1498652853760;370;931
1498652853780;370;931
1498652853802;370;931
1498652853822;370;931
1498652853842;370;931
1498652853863;370;931
1498652853884;370;931
1498652853906;370;931
1498652853926;370;931
1498652853945;370;931
1498652853966;370;931
1498652853987;370;931
1498652854006;370;931
1498652854026;370;931
1498652854045;370;931
1498652854067;370;931
1498652854087;370;931
1498652854107;370;931
1498652854128;372;931
1498652854147;374;931
1498652854168;378;931
1498652854189;382;931
1498652854209;388;931
1498652854230;390;931
1498652854250;393;931
1498652854271;393;931
1498652854293;393;931
1498652854312;393;931
1498652854334;393;931
1498652854355;393;931
1498652854375;393;931
1498652854395;393;931
1498652854414;393;931
1498652854435;393;931
1498652854455;393;931
1498652854475;393;931
1498652854496;393;931
1498652854516;393;931
1498652854540;393;931
1498652854560;393;931
1498652854580;392;931
1498652854602;392;931
1498652854623;391;931
1498652854643;389;931
1498652854662;389;931
1498652854685;389;931
1498652854706;389;931
1498652854727;389;931
1498652854747;389;931
1498652854767;389;931
1498652854788;389;931
1498652854807;389;931
1498652854828;389;931
1498652854848;389;931
1498652854868;389;931
1498652854889;383;931
1498652854910;379;931
1498652854930;374;931
1498652854956;366;931
1498652854978;358;931
1498652854999;352;931
1498652855018;342;931
1498652855039;335;931
1498652855059;327;931
1498652855079;325;931
1498652855100;322;931
1498652855120;322;931
1498652855141;322;931
1498652855161;322;931
1498652855182;322;931
1498652855202;322;931
1498652855223;322;931
1498652855245;322;931
1498652855341;322;931
1498652855395;322;931
1498652855433;322;931
1498652855459;322;931
1498652855485;322;931
1498652855513;322;931
1498652855542;320;931
1498652855570;320;931
1498652855589;320;931
1498652855611;320;931
1498652855632;320;931
1498652855652;320;931
1498652855673;320;931
1498652855693;320;931
1498652855714;320;931
1498652855735;320;931
1498652855755;320;931
1498652855775;320;931
1498652855796;320;931
1498652855818;323;931
1498652855839;328;931
1498652855859;337;931
1498652855879;343;931
1498652855900;352;931
1498652855920;358;931
1498652856013;364;931
1498652856045;364;931
1498652856066;364;931
1498652856086;364;931
1498652856107;364;931
1498652856128;365;931
1498652856148;368;931
1498652856169;371;931
1498652856191;373;931
1498652856212;376;931
1498652856234;379;931
1498652856255;382;931
1498652856275;382;931
1498652856297;383;931
1498652856326;385;931
1498652856347;386;931
1498652856369;387;931
1498652856389;387;931
1498652856410;387;931
1498652856432;387;931
1498652856452;387;931
1498652856473;387;931
1498652856494;387;931
1498652856524;387;931
1498652856545;387;931
1498652856568;387;931
1498652856589;387;931
1498652856610;387;931
1498652856633;387;931
1498652856658;387;931
1498652856680;387;931
1498652856701;387;931
1498652856722;387;931
1498652856743;387;931
1498652856764;387;931
1498652856785;387;931
1498652856806;387;931
1498652856827;387;931
1498652856848;387;931
1498652856870;387;931
1498652856891;387;931
1498652856912;387;931
1498652856933;387;931
1498652856954;387;931
1498652856976;387;931
1498652856998;387;931
1498652857019;387;931
1498652857041;387;931
1498652857063;387;931
1498652857084;387;931
1498652857106;387;931
1498652857127;387;931
