	GazeState	Tgaze	Xgaze	Ygaze	Tball	Xball	Yball	Tpaddle	Xpaddle	Ypaddle
0	..PEG	1498653378.636	1034	340	nan	nan	nan	1498653394.887	647	931
1	..PEG	1498653378.669	1035	305	nan	nan	nan	1498653394.898	644	931
2	..PEG	1498653378.703	1063	151	nan	nan	nan	1498653394.918	644	931
3	..PEG	1498653378.736	1061	144	nan	nan	nan	1498653394.941	644	931
4	..PEG	1498653378.769	1068	132	nan	nan	nan	1498653394.96	644	931
5	..PEG	1498653378.803	1068	129	nan	nan	nan	1498653394.981	644	931
6	..PEG	1498653378.836	1065	123	nan	nan	nan	1498653395.002	644	931
7	..PEG	1498653378.869	1069	133	nan	nan	nan	1498653395.023	644	931
8	..PEG	1498653378.902	1070	128	nan	nan	nan	1498653395.043	644	931
9	..PEG	1498653378.936	1072	128	nan	nan	nan	1498653395.064	644	931
10	..PEG	1498653378.969	1076	128	nan	nan	nan	1498653395.085	644	931
11	..PEG	1498653379.003	1066	130	nan	nan	nan	1498653395.105	644	931
12	..PEG	1498653379.036	1069	134	nan	nan	nan	1498653395.127	644	931
13	..PEG	1498653379.069	1071	132	nan	nan	nan	1498653395.147	644	931
14	..PEG	1498653379.102	1075	129	nan	nan	nan	1498653395.169	644	931
15	..PEG	1498653379.136	1073	119	nan	nan	nan	1498653395.19	644	931
16	..PEG	1498653379.169	1073	133	nan	nan	nan	1498653395.21	644	931
17	..PEG	1498653379.202	1067	130	nan	nan	nan	1498653395.231	644	931
18	..PEG	1498653379.236	1070	127	nan	nan	nan	1498653395.252	644	931
19	..PEG	1498653379.269	1061	130	nan	nan	nan	1498653395.271	644	931
20	..PEG	1498653379.302	1067	135	nan	nan	nan	1498653395.292	644	931
21	..PEG	1498653379.336	1064	126	nan	nan	nan	1498653395.311	644	931
22	..PEG	1498653379.369	1066	126	nan	nan	nan	1498653395.333	644	931
23	..PEG	1498653379.402	1070	129	nan	nan	nan	1498653395.354	644	931
24	..PEG	1498653379.435	1062	138	nan	nan	nan	1498653395.488	644	931
25	..PEG	1498653379.469	1064	125	nan	nan	nan	1498653395.517	644	931
26	..PEG	1498653379.502	1064	131	nan	nan	nan	1498653395.546	644	931
27	..PEG	1498653379.535	1064	132	nan	nan	nan	1498653395.574	644	931
28	..PEG	1498653379.569	1071	125	nan	nan	nan	1498653395.603	644	931
29	..PEG	1498653379.602	1062	124	nan	nan	nan	1498653395.653	644	931
30	..PEG	1498653379.635	1070	130	nan	nan	nan	1498653395.681	644	931
31	..PEG	1498653379.669	1059	121	nan	nan	nan	1498653395.71	619	931
32	..PEG	1498653379.702	1067	137	nan	nan	nan	1498653395.731	605	931
33	..PEG	1498653379.735	1069	141	nan	nan	nan	1498653395.75	591	931
34	..PEG	1498653379.769	1055	136	nan	nan	nan	1498653395.771	572	931
35	..PEG	1498653379.802	1065	133	nan	nan	nan	1498653395.789	558	931
36	..PEG	1498653379.835	1037	131	nan	nan	nan	1498653395.809	542	931
37	..PEG	1498653379.868	1029	129	nan	nan	nan	1498653395.829	528	931
38	..PEG	1498653379.902	1038	118	nan	nan	nan	1498653395.853	524	931
39	..PEG	1498653379.935	1036	125	nan	nan	nan	1498653395.878	520	931
40	..PEG	1498653379.968	1029	121	nan	nan	nan	1498653395.9	519	931
41	..PEG	1498653380.002	1039	126	nan	nan	nan	1498653395.917	519	931
42	..PEG	1498653380.035	1039	121	nan	nan	nan	1498653395.939	519	931
43	..PEG	1498653380.068	1048	117	1498653395.977	524	918	1498653395.965	519	931
44	..PEG	1498653380.102	1037	123	1498653395.997	524	908	1498653395.993	519	931
