	GazeState	Tgaze	Xgaze	Ygaze	Tball	Xball	Yball	Tpaddle	Xpaddle	Ypaddle
0	..PEG	1499089787.603	387	371	nan	nan	nan	1499089803.44	208	931
1	..PEG	1499089787.636	378	452	nan	nan	nan	1499089803.446	208	931
2	..PEG	1499089787.669	372	494	nan	nan	nan	1499089803.479	208	931
3	..PEG	1499089787.702	370	511	nan	nan	nan	1499089803.513	208	931
4	..PEG	1499089787.736	381	520	nan	nan	nan	1499089803.546	208	931
5	..PEG	1499089787.769	374	501	nan	nan	nan	1499089803.58	208	931
6	..PEG	1499089787.802	378	516	nan	nan	nan	1499089803.614	208	931
7	..PEG	1499089787.836	377	555	nan	nan	nan	1499089803.648	208	931
8	..PEG	1499089787.869	340	758	nan	nan	nan	1499089803.681	208	931
9	..PEG	1499089787.902	336	755	nan	nan	nan	1499089803.715	208	931
10	..PEG	1499089787.935	340	757	nan	nan	nan	1499089803.749	208	931
11	..PEG	1499089787.969	338	766	nan	nan	nan	1499089803.783	208	931
12	..PEG	1499089788.002	342	762	nan	nan	nan	1499089803.816	208	931
13	..PEG	1499089788.035	336	749	nan	nan	nan	1499089803.851	208	931
14	..PEG	1499089788.069	323	743	nan	nan	nan	1499089803.884	208	931
15	..PEG	1499089788.102	326	752	nan	nan	nan	1499089803.917	208	931
16	..PEG	1499089788.135	341	759	nan	nan	nan	1499089803.951	208	931
17	..PEG	1499089788.169	337	764	nan	nan	nan	1499089803.985	208	931
18	..PEG	1499089788.202	329	756	nan	nan	nan	1499089804.018	208	931
19	..PEG	1499089788.235	344	772	nan	nan	nan	1499089804.051	208	931
20	..PEG	1499089788.268	325	764	nan	nan	nan	1499089804.084	208	931
21	..PEG	1499089788.302	333	841	nan	nan	nan	1499089804.117	208	931
22	..PEG	1499089788.335	325	887	nan	nan	nan	1499089804.152	208	931
23	..PEG	1499089788.368	326	893	nan	nan	nan	1499089804.185	214	931
24	..PEG	1499089788.402	330	898	nan	nan	nan	1499089804.218	257	931
25	..PEG	1499089788.435	327	884	nan	nan	nan	1499089804.252	300	931
26	..PEG	1499089788.469	336	907	nan	nan	nan	1499089804.287	329	931
27	..PEG	1499089788.502	333	886	nan	nan	nan	1499089804.321	353	931
28	..PEG	1499089788.535	326	898	nan	nan	nan	1499089804.354	369	931
29	..PEG	1499089788.568	330	875	nan	nan	nan	1499089804.387	376	931
30	..PEG	1499089788.602	799	752	nan	nan	nan	1499089804.421	380	931
31	..PEG	1499089788.635	329	909	nan	nan	nan	1499089804.455	387	931
32	..PEG	1499089788.668	325	913	nan	nan	nan	1499089804.49	401	931
33	..PEG	1499089788.702	317	903	nan	nan	nan	1499089804.523	415	931
34	..PEG	1499089788.735	332	919	nan	nan	nan	1499089804.556	430	931
35	..PEG	1499089788.768	330	901	nan	nan	nan	1499089804.59	436	931
36	..PEG	1499089788.801	332	895	nan	nan	nan	1499089804.624	447	931
37	..PEG	1499089788.835	334	873	nan	nan	nan	1499089804.657	461	931
38	..PEG	1499089788.868	353	795	nan	nan	nan	1499089804.691	466	931
39	..PEG	1499089788.902	353	787	nan	nan	nan	1499089804.724	475	931
40	..PEG	1499089788.935	361	775	nan	nan	nan	1499089804.757	484	931
41	..PEG	1499089788.968	361	772	nan	nan	nan	1499089804.791	498	931
42	..PEG	1499089789.001	352	753	nan	nan	nan	1499089804.825	510	931
43	..PEG	1499089789.035	366	746	nan	nan	nan	1499089804.859	517	931
44	..PEG	1499089789.068	359	737	nan	nan	nan	1499089804.891	522	931
45	..PEG	1499089789.101	358	503	nan	nan	nan	1499089804.924	528	931
46	.F...	1499089789.135			nan	nan	nan	1499089804.956	533	931
47	..PEG	1499089789.168	400	360	nan	nan	nan	1499089804.99	533	931
48	..PEG	1499089789.201	394	341	nan	nan	nan	1499089805.025	537	931
49	..PEG	1499089789.234	400	354	nan	nan	nan	1499089805.058	539	931
50	..PEG	1499089789.268	394	341	nan	nan	nan	1499089805.091	539	931
51	..PEG	1499089789.301	398	352	nan	nan	nan	1499089805.124	539	931
52	..PEG	1499089789.334	412	337	nan	nan	nan	1499089805.158	539	931
53	..PEG	1499089789.368	435	325	nan	nan	nan	1499089805.192	539	931
54	..PEG	1499089789.401	439	314	nan	nan	nan	1499089805.226	539	931
55	..PEG	1499089789.434	434	319	nan	nan	nan	1499089805.26	539	931
