	GazeState	Tgaze	Xgaze	Ygaze	Tball	Xball	Yball	Tpaddle	Xpaddle	Ypaddle
0	..PEG	1499343604.137	1053	4	nan	nan	nan	1499343609.329	1063	931
1	..PEG	1499343604.171	1036	26	nan	nan	nan	1499343609.336	905	931
2	..PEG	1499343604.204	1045	19	nan	nan	nan	1499343609.369	905	931
3	..PEG	1499343604.237	1055	14	nan	nan	nan	1499343609.403	905	931
4	..PEG	1499343604.271	1047	29	nan	nan	nan	1499343609.436	905	931
5	..PEG	1499343604.304	1039	21	nan	nan	nan	1499343609.47	905	931
6	..PEG	1499343604.337	1045	7	nan	nan	nan	1499343609.504	905	931
7	..PEG	1499343604.370	1048	12	nan	nan	nan	1499343609.537	905	931
8	..PEG	1499343604.404	1046	10	nan	nan	nan	1499343609.571	905	931
9	..PEG	1499343604.437	1038	6	nan	nan	nan	1499343609.603	905	931
10	..PEG	1499343604.471	984	58	nan	nan	nan	1499343609.638	905	931
11	..PEG	1499343604.504	1005	59	nan	nan	nan	1499343609.671	905	931
12	..PEG	1499343604.537	1011	57	nan	nan	nan	1499343609.705	905	931
13	..PEG	1499343604.570	1010	48	nan	nan	nan	1499343609.739	905	931
14	..PEG	1499343604.604	999	58	nan	nan	nan	1499343609.773	905	931
15	..PEG	1499343604.637	992	47	nan	nan	nan	1499343609.808	905	931
16	..PEG	1499343604.670	1007	47	nan	nan	nan	1499343609.842	905	931
17	..PEG	1499343604.704	993	44	nan	nan	nan	1499343609.875	901	931
18	..PEG	1499343604.737	1002	61	nan	nan	nan	1499343609.909	890	931
19	..PEG	1499343604.770	1006	39	nan	nan	nan	1499343609.943	871	931
20	..PEG	1499343604.803	1008	29	nan	nan	nan	1499343609.977	839	931
21	..PEG	1499343604.837	1016	34	nan	nan	nan	1499343610.011	810	931
22	..PEG	1499343604.870	1008	47	nan	nan	nan	1499343610.045	791	931
23	..PEG	1499343604.904	1000	47	nan	nan	nan	1499343610.079	778	931
24	..PEG	1499343604.937	1005	53	nan	nan	nan	1499343610.112	765	931
25	..PEG	1499343604.970	1010	46	nan	nan	nan	1499343610.147	750	931
26	..PEG	1499343605.004	1015	38	nan	nan	nan	1499343610.179	737	931
27	..PEG	1499343605.037	1013	56	nan	nan	nan	1499343610.213	726	931
28	..PEG	1499343605.070	1027	48	nan	nan	nan	1499343610.246	715	931
29	..PEG	1499343605.104	1198	365	nan	nan	nan	1499343610.28	709	931
30	..PEG	1499343605.137	1195	382	nan	nan	nan	1499343610.314	708	931
31	..PEG	1499343605.170	1207	371	nan	nan	nan	1499343610.348	706	931
32	..PEG	1499343605.203	1179	379	nan	nan	nan	1499343610.382	706	931
33	..PEG	1499343605.237	1187	354	nan	nan	nan	1499343610.415	706	931
34	..PEG	1499343605.270	1197	350	nan	nan	nan	1499343610.45	706	931
35	..PEG	1499343605.303	1191	364	nan	nan	nan	1499343610.484	701	931
36	..PEG	1499343605.336	1183	356	nan	nan	nan	1499343610.517	696	931
37	..PEG	1499343605.370	1183	346	nan	nan	nan	1499343610.551	694	931
38	..PEG	1499343605.403	1184	354	nan	nan	nan	1499343610.585	694	931
39	..PEG	1499343605.437	1187	344	nan	nan	nan	1499343610.619	694	931
40	..PEG	1499343605.470	1180	354	nan	nan	nan	1499343610.653	694	931
41	..PEG	1499343605.503	1181	343	nan	nan	nan	1499343610.687	694	931
42	..PEG	1499343605.537	1189	342	nan	nan	nan	1499343610.72	694	931
43	..PEG	1499343605.569	1190	339	nan	nan	nan	1499343610.755	694	931
44	..PEG	1499343605.603	1187	314	nan	nan	nan	1499343610.789	694	931
45	..PEG	1499343605.636	1189	324	nan	nan	nan	1499343610.822	694	931
46	..PEG	1499343605.670	1189	318	nan	nan	nan	1499343610.856	694	931
47	..PEG	1499343605.703	1181	334	nan	nan	nan	1499343610.89	694	931
48	..PEG	1499343605.736	1184	322	nan	nan	nan	1499343610.924	694	931
49	..PEG	1499343605.769	1193	304	nan	nan	nan	1499343610.958	694	931
50	..PEG	1499343605.802	1184	336	nan	nan	nan	1499343611.029	694	931
51	..PEG	1499343605.836	1193	326	1499343611.063	699	918	1499343611.062	694	931
52	..PEG	1499343605.869	1192	325	1499343611.096	699	902	1499343611.096	694	931
53	..PEG	1499343605.902	1179	316	1499343611.129	700	886	1499343611.129	694	931
54	..PEG	1499343605.936	1173	327	1499343611.163	701	870	1499343611.163	694	931
55	..PEG	1499343605.969	1184	321	1499343611.197	702	854	1499343611.197	694	931
56	..PEG	1499343606.002	1181	329	1499343611.231	703	838	1499343611.231	694	931
57	..PEG	1499343606.036	1183	338	1499343611.264	704	822	1499343611.264	694	931
58	..PEG	1499343606.069	1185	321	1499343611.298	705	806	1499343611.297	694	931
59	..PEG	1499343606.102	1172	351	1499343611.332	706	790	1499343611.332	694	931
60	..PEG	1499343606.136	1156	329	1499343611.365	707	774	1499343611.365	694	931
61	..PEG	1499343606.169	1167	313	1499343611.398	708	758	1499343611.398	694	931
62	..PEG	1499343606.202	1175	330	1499343611.431	709	742	1499343611.431	694	931
63	..PEG	1499343606.235	1176	317	1499343611.464	710	726	1499343611.464	694	931
64	..PEG	1499343606.269	1183	329	1499343611.498	711	710	1499343611.498	694	931
65	..PEG	1499343606.302	1171	333	1499343611.531	712	694	1499343611.53	694	931
66	..PEG	1499343606.335	1181	318	1499343611.565	713	678	1499343611.564	694	931
67	..PEG	1499343606.369	1178	337	1499343611.599	714	662	1499343611.599	694	931
68	..PEG	1499343606.402	1173	333	1499343611.632	715	646	1499343611.632	694	931
69	..PEG	1499343606.435	1169	326	1499343611.665	716	630	1499343611.665	694	931
70	..PEG	1499343606.469	1172	316	1499343611.699	717	614	1499343611.699	694	931
71	..PEG	1499343606.502	1169	315	1499343611.733	718	598	1499343611.733	694	931
72	..PEG	1499343606.535	1169	316	1499343611.768	719	582	1499343611.768	694	931
73	..PEG	1499343606.569	1169	313	1499343611.801	720	566	1499343611.801	694	931
