	GazeState	Tgaze	Xgaze	Ygaze	Tball	Xball	Yball	Tpaddle	Xpaddle	Ypaddle
0	..PEG	1499087760.430	594	521	nan	nan	nan	1499087760.438	55	931
1	..PEG	1499087760.464	590	519	nan	nan	nan	1499087760.461	481	931
2	..PEG	1499087760.497	588	521	nan	nan	nan	1499087760.477	481	931
3	..PEG	1499087760.531	586	525	nan	nan	nan	1499087760.509	480	931
4	..PEG	1499087760.564	591	519	nan	nan	nan	1499087760.541	480	931
5	..PEG	1499087760.597	585	516	nan	nan	nan	1499087760.573	478	931
6	..PEG	1499087760.631	589	520	nan	nan	nan	1499087760.618	478	931
7	..PEG	1499087760.664	589	515	nan	nan	nan	1499087760.65	478	931
8	..PEG	1499087760.697	590	515	nan	nan	nan	1499087760.681	476	931
9	..PEG	1499087760.730	590	516	nan	nan	nan	1499087760.711	474	931
10	..PEG	1499087760.764	590	516	nan	nan	nan	1499087760.743	474	931
11	..PEG	1499087760.797	593	521	nan	nan	nan	1499087760.776	474	931
12	..PEG	1499087760.830	577	560	nan	nan	nan	1499087760.81	474	931
13	..PEG	1499087760.864	472	940	nan	nan	nan	1499087760.853	474	931
14	..PEG	1499087760.897	477	958	nan	nan	nan	1499087760.883	474	931
15	..PEG	1499087760.930	473	952	nan	nan	nan	1499087760.915	480	931
16	..PEG	1499087760.964	476	948	nan	nan	nan	1499087760.947	497	931
17	..PEG	1499087760.997	479	948	nan	nan	nan	1499087760.979	515	931
18	..PEG	1499087761.030	481	943	nan	nan	nan	1499087761.014	528	931
19	..PEG	1499087761.063	479	948	nan	nan	nan	1499087761.047	546	931
20	..PEG	1499087761.097	488	939	nan	nan	nan	1499087761.081	577	931
21	..PEG	1499087761.130	643	614	nan	nan	nan	1499087761.118	607	931
22	..PEG	1499087761.164	727	406	nan	nan	nan	1499087761.149	624	931
23	..PEG	1499087761.197	723	409	nan	nan	nan	1499087761.182	624	931
24	..PEG	1499087761.230	722	412	nan	nan	nan	1499087761.215	624	931
25	..PEG	1499087761.264	719	417	nan	nan	nan	1499087761.249	624	931
26	..PEG	1499087761.297	717	464	nan	nan	nan	1499087761.282	624	931
27	..PEG	1499087761.330	723	413	nan	nan	nan	1499087761.316	624	931
28	..PEG	1499087761.363	723	414	nan	nan	nan	1499087761.35	625	931
29	..PEG	1499087761.397	728	413	nan	nan	nan	1499087761.384	629	931
30	..PEG	1499087761.430	523	415	nan	nan	nan	1499087761.418	650	931
31	..PEG	1499087761.463	491	435	nan	nan	nan	1499087761.452	667	931
32	..PEG	1499087761.497	495	436	nan	nan	nan	1499087761.486	675	931
33	..PEG	1499087761.530	497	438	nan	nan	nan	1499087761.52	676	931
34	..PEG	1499087761.563	494	436	nan	nan	nan	1499087761.554	681	931
35	..PEG	1499087761.596	497	429	nan	nan	nan	1499087761.587	685	931
36	..PEG	1499087761.630	650	411	nan	nan	nan	1499087761.621	686	931
37	..PEG	1499087761.663	649	409	nan	nan	nan	1499087761.655	686	931
38	..PEG	1499087761.696	653	409	nan	nan	nan	1499087761.689	686	931
39	..PEG	1499087761.730	652	414	nan	nan	nan	1499087761.723	687	931
40	..PEG	1499087761.763	653	407	nan	nan	nan	1499087761.757	695	931
41	..PEG	1499087761.796	655	412	nan	nan	nan	1499087761.793	704	931
42	..PEG	1499087761.830	727	420	nan	nan	nan	1499087761.826	714	931
43	..PEG	1499087761.863	730	424	nan	nan	nan	1499087761.859	722	931
44	..PEG	1499087761.896	730	420	nan	nan	nan	1499087761.893	729	931
45	..PEG	1499087761.929	724	422	nan	nan	nan	1499087761.926	736	931
46	..PEG	1499087761.963	728	424	nan	nan	nan	1499087761.96	738	931
47	..PEG	1499087761.996	726	430	nan	nan	nan	1499087761.993	738	931
48	..PEG	1499087762.030	723	417	nan	nan	nan	1499087762.027	738	931
49	..PEG	1499087762.063	728	413	nan	nan	nan	1499087762.06	738	931
50	..PEG	1499087762.096	725	421	nan	nan	nan	1499087762.094	738	931
51	..PEG	1499087762.129	354	461	nan	nan	nan	1499087762.129	727	931
52	..PEG	1499087762.163	317	481	nan	nan	nan	1499087762.162	714	931
53	..PEG	1499087762.196	320	496	nan	nan	nan	1499087762.196	703	931
54	..PEG	1499087762.229	324	491	nan	nan	nan	1499087762.23	686	931
55	..PEG	1499087762.262	321	490	nan	nan	nan	1499087762.263	674	931
56	..PEG	1499087762.296	324	485	nan	nan	nan	1499087762.297	662	931
57	..PEG	1499087762.329	322	497	nan	nan	nan	1499087762.331	644	931
58	..PEG	1499087762.362	464	477	nan	nan	nan	1499087762.365	632	931
59	..PEG	1499087762.396	473	480	nan	nan	nan	1499087762.398	627	931
60	..PEG	1499087762.429	475	478	nan	nan	nan	1499087762.433	613	931
61	..PEG	1499087762.462	476	478	nan	nan	nan	1499087762.466	598	931
62	..PEG	1499087762.496	474	473	nan	nan	nan	1499087762.5	593	931
63	..PEG	1499087762.529	470	475	nan	nan	nan	1499087762.534	592	931
64	..PEG	1499087762.562	472	479	nan	nan	nan	1499087762.568	582	931
65	..PEG	1499087762.595	470	489	nan	nan	nan	1499087762.601	573	931
66	..PEG	1499087762.629	566	882	nan	nan	nan	1499087762.635	572	931
67	..PEG	1499087762.662	561	918	nan	nan	nan	1499087762.67	572	931
68	..PEG	1499087762.695	559	922	nan	nan	nan	1499087762.703	572	931
69	..PEG	1499087762.729	558	924	nan	nan	nan	1499087762.737	572	931
70	..PEG	1499087762.762	560	915	nan	nan	nan	1499087762.771	572	931
71	..PEG	1499087762.796	559	918	nan	nan	nan	1499087762.805	572	931
72	..PEG	1499087762.829	554	924	nan	nan	nan	1499087762.839	572	931
73	..PEG	1499087762.862	559	921	nan	nan	nan	1499087762.872	572	931
74	..PEG	1499087762.895	560	920	nan	nan	nan	1499087762.905	572	931
75	..PEG	1499087762.928	558	923	nan	nan	nan	1499087762.938	572	931
76	.F...	1499087762.962			nan	nan	nan	1499087762.972	572	931
77	..PEG	1499087762.995	560	919	nan	nan	nan	1499087763.006	572	931
78	..PEG	1499087763.028	554	920	nan	nan	nan	1499087763.04	572	931
79	..PEG	1499087763.062	560	770	nan	nan	nan	1499087763.074	572	931
80	..PEG	1499087763.095	641	486	nan	nan	nan	1499087763.106	575	931
81	..PEG	1499087763.129	644	468	nan	nan	nan	1499087763.14	578	931
82	..PEG	1499087763.162	637	470	nan	nan	nan	1499087763.173	589	931
83	..PEG	1499087763.195	641	461	nan	nan	nan	1499087763.207	599	931
84	..PEG	1499087763.228	635	469	nan	nan	nan	1499087763.241	609	931
85	..PEG	1499087763.262	642	466	nan	nan	nan	1499087763.275	623	931
86	..PEG	1499087763.295	637	495	nan	nan	nan	1499087763.308	640	931
87	..PEG	1499087763.328	634	485	nan	nan	nan	1499087763.342	653	931
88	..PEG	1499087763.362	640	479	nan	nan	nan	1499087763.376	654	931
89	..PEG	1499087763.395	639	476	nan	nan	nan	1499087763.409	654	931
90	..PEG	1499087763.429	569	461	nan	nan	nan	1499087763.443	654	931
91	..PEG	1499087763.462	567	466	nan	nan	nan	1499087763.477	654	931
92	..PEG	1499087763.495	571	460	nan	nan	nan	1499087763.51	654	931
93	..PEG	1499087763.528	567	472	nan	nan	nan	1499087763.544	654	931
