1498468598711;675;531
1498468598741;676;521
1498468598773;677;511
1498468598804;678;501
1498468598854;678;491
1498468598900;679;481
1498468598927;680;471
1498468598948;681;461
1498468598977;681;452
1498468599007;682;442
1498468599039;683;432
1498468599070;684;422
1498468599102;684;412
1498468599132;685;402
1498468599164;686;392
1498468599211;687;382
1498468599244;687;372
1498468599274;688;362
1498468599304;689;352
1498468599336;690;342
1498468599367;690;332
1498468599398;691;322
1498468599445;692;312
1498468599477;693;302
1498468599507;693;292
1498468599539;694;282
1498468599570;695;272
1498468599613;696;262
1498468599669;697;252
1498468599701;697;242
1498468599723;698;232
1498468599744;699;222
1498468599772;700;212
1498468599805;700;202
1498468599835;701;192
1498468599867;702;182
1498468599898;703;172
1498468599945;703;162
1498468599976;704;152
1498468600007;705;142
1498468600038;706;132
1498468600070;706;122
1498468600102;707;112
1498468600132;708;103
1498468600165;709;93
1498468600210;709;83
1498468600242;710;73
1498468600272;711;63
1498468600307;712;53
1498468600336;712;46
1498468600367;712;55
1498468600398;713;65
1498468600429;714;75
1498468600477;715;85
1498468600507;715;95
1498468600539;716;105
1498468600570;717;115
1498468600603;718;125
1498468600632;718;135
1498468600664;719;145
1498468600695;720;155
1498468600741;721;165
1498468600772;721;175
1498468600804;722;185
1498468600850;723;195
1498468600872;724;205
1498468600898;724;215
1498468600929;725;225
1498468600979;726;235
1498468601011;727;245
1498468601039;727;255
1498468601070;728;265
1498468601102;729;275
1498468601133;730;285
1498468601165;730;295
1498468601196;731;305
1498468601242;732;315
1498468601273;733;325
1498468601304;733;335
1498468601336;734;345
1498468601368;735;355
1498468601399;736;365
1498468601429;736;375
1498468601477;737;385
1498468601506;738;395
1498468601538;739;404
1498468601571;739;414
1498468601604;740;424
1498468601633;741;434
1498468601665;742;444
1498468601695;742;454
1498468601743;743;464
1498468601773;744;474
1498468601804;745;484
1498468601835;745;494
1498468601867;746;504
1498468601897;747;514
1498468601929;748;524
1498468601960;749;534
1498468602006;749;544
1498468602039;750;554
1498468602071;751;564
1498468602102;752;574
1498468602133;752;584
1498468602164;753;594
1498468602195;754;604
1498468602242;755;614
1498468602272;755;624
1498468602304;756;634
1498468602335;757;644
1498468602367;758;654
1498468602398;758;664
1498468602430;759;674
1498468602462;760;684
1498468602507;761;694
1498468602540;761;704
1498468602569;762;714
1498468602604;763;724
1498468602633;764;734
1498468602663;764;744
1498468602695;765;753
1498468602727;766;763
1498468602772;767;773
1498468602803;767;783
1498468602835;768;793
1498468602868;769;803
1498468602903;770;813
1498468602943;770;823
1498468602979;771;833
1498468603006;772;843
1498468603039;773;853
1498468603070;773;863
1498468603102;774;873
1498468603133;775;883
1498468603163;776;893
1498468603194;776;903
1498468603241;777;913
1498468603285;778;923
1498468603319;779;913
1498468603344;779;903
1498468603370;780;893
1498468603402;781;883
1498468603433;782;873
1498468603464;782;863
1498468603523;783;853
1498468603542;784;843
1498468603570;785;833
1498468603603;786;823
1498468603632;786;813
1498468603665;787;803
1498468603695;788;793
1498468603727;789;783
1498468603772;789;773
1498468603804;790;763
1498468603835;791;753
1498468603868;792;744
1498468603897;792;734
1498468603928;793;724
1498468603960;794;714
1498468604024;795;704
1498468604052;795;694
1498468604072;796;684
1498468604101;797;674
1498468604141;798;664
1498468604182;798;654
1498468604201;799;644
1498468604255;800;634
1498468604286;801;624
1498468604306;801;614
1498468604335;802;604
1498468604372;803;594
1498468604462;804;584
1498468604507;804;574
1498468604550;805;564
1498468604577;806;554
1498468604604;807;544
1498468604628;807;534
1498468604650;808;524
1498468604669;809;514
1498468604689;810;504
1498468604710;810;494
1498468604731;811;484
1498468604772;812;474
1498468604804;813;464
1498468604835;813;454
1498468604868;814;444
1498468604897;815;434
1498468604929;816;424
1498468604961;816;414
1498468604992;817;404
1498468605038;818;395
1498468605069;819;385
1498468605102;819;375
1498468605133;820;365
1498468605164;821;355
1498468605195;822;345
1498468605237;823;335
1498468605283;823;325
1498468605305;824;315
1498468605336;825;305
1498468605377;826;295
1498468605412;826;285
1498468605430;827;275
1498468605460;828;265
1498468605524;829;255
1498468605551;829;245
1498468605576;830;235
1498468605603;831;225
1498468605633;832;215
1498468605663;832;205
1498468605694;833;195
1498468605736;834;185
1498468605786;835;175
1498468605826;835;165
1498468605849;836;155
1498468605870;835;145
1498468605898;835;135
1498468605929;834;125
1498468605960;833;115
1498468605993;832;105
1498468606040;832;95
1498468606070;831;85
1498468606101;830;75
1498468606132;829;65
1498468606163;830;55
1498468606196;831;46
1498468606226;832;46
1498468606257;832;55
1498468606304;833;65
1498468606348;834;75
1498468606385;835;85
1498468606423;835;95
1498468606448;836;105
1498468606467;837;115
1498468606494;838;125
1498468606549;838;135
1498468606571;839;145
1498468606602;840;155
1498468606648;841;165
1498468606688;841;175
1498468606727;842;185
1498468606749;843;195
1498468606773;844;205
1498468606803;844;215
1498468606836;845;225
1498468606868;846;235
1498468606899;847;245
1498468606928;847;255
1498468606961;848;265
1498468606993;849;275
1498468607039;850;285
1498468607070;850;295
1498468607105;851;305
1498468607132;852;315
1498468607164;853;325
1498468607194;853;335
1498468607226;854;345
1498468607258;855;355
1498468607303;856;365
1498468607336;856;375
1498468607367;857;385
1498468607398;858;395
1498468607429;859;404
1498468607459;859;414
1498468607506;860;424
1498468607543;861;434
1498468607575;862;444
1498468607602;862;454
1498468607646;863;464
1498468607680;864;474
1498468607705;865;484
1498468607727;865;494
1498468607765;866;504
1498468607808;867;514
1498468607835;868;524
1498468607867;869;534
1498468607914;869;544
1498468607943;870;554
1498468607961;871;564
1498468607992;872;574
1498468608022;872;584
1498468608085;873;594
1498468608110;874;604
1498468608134;875;614
1498468608164;875;624
1498468608196;876;634
1498468608227;877;644
1498468608257;878;654
1498468608290;878;664
1498468608335;879;674
1498468608368;880;684
1498468608399;881;694
1498468608431;881;704
1498468608461;882;714
1498468608492;883;724
1498468608522;884;734
1498468608580;884;744
1498468608618;885;753
1498468608638;886;763
1498468608664;887;773
1498468608696;887;783
1498468608741;888;793
1498468608789;889;803
1498468608830;890;813
1498468608866;890;823
1498468608885;891;833
1498468608905;892;843
1498468608928;893;853
1498468608971;893;863
1498468608996;894;873
1498468609022;895;883
1498468609069;896;893
1498468609117;896;903
1498468609143;897;913
1498468609164;898;923
1498468609196;903;914
1498468609228;907;905
1498468609258;912;896
1498468609289;916;887
1498468609336;921;879
1498468609368;925;870
1498468609399;930;861
1498468609432;934;852
1498468609461;939;843
1498468609492;944;834
1498468609524;948;825
1498468609554;953;816
1498468609600;957;807
1498468609632;962;798
1498468609664;966;790
1498468609695;971;781
1498468609728;976;772
1498468609769;980;763
1498468609805;985;754
1498468609837;989;745
1498468609881;994;736
1498468609919;998;727
1498468609950;1003;718
1498468609967;1008;709
1498468609992;1012;701
1498468610022;1017;692
1498468610054;1021;683
1498468610119;1026;674
1498468610148;1030;665
1498468610167;1035;656
1498468610195;1039;647
1498468610231;1044;638
1498468610262;1049;629
1498468610294;1053;620
1498468610348;1058;612
1498468610382;1062;603
1498468610403;1067;594
1498468610430;1071;585
1498468610461;1076;576
1498468610493;1081;567
1498468610523;1085;558
1498468610553;1090;549
1498468610600;1094;540
1498468610633;1099;532
1498468610666;1103;523
1498468610695;1108;514
1498468610727;1113;505
1498468610757;1117;496
1498468610788;1122;487
1498468610821;1126;478
1498468610868;1131;469
1498468610898;1135;460
1498468610946;1140;451
1498468610980;1144;443
1498468611008;1149;434
1498468611032;1154;425
1498468611054;1158;416
1498468611118;1163;407
1498468611158;1167;398
1498468611187;1172;389
1498468611212;1176;380
1498468611231;1181;371
1498468611257;1186;362
1498468611288;1190;354
1498468611320;1195;345
1498468611383;1199;336
1498468611401;1204;327
1498468611430;1208;318
1498468611461;1213;309
1498468611504;1218;300
1498468611540;1222;291
1498468611571;1227;282
1498468611602;1231;274
1498468611634;1236;265
1498468611666;1240;256
1498468611696;1241;247
1498468611726;1236;238
1498468611757;1231;229
1498468611789;1227;220
1498468611820;1222;211
1498468611867;1218;202
1498468611900;1213;193
1498468611930;1209;184
1498468611960;1204;175
1498468611992;1199;166
1498468612023;1195;158
1498468612053;1190;166
1498468612109;1186;175
1498468612133;1181;184
1498468612165;1177;193
1498468612201;1172;202
1498468612232;1167;211
1498468612257;1163;220
1498468612289;1158;229
1498468612319;1154;238
1498468612383;1149;247
1498468612417;1145;255
1498468612441;1140;264
1498468612464;1135;273
1498468612492;1131;282
1498468612523;1126;291
1498468612610;1122;300
1498468612665;1117;309
1498468612690;1113;318
1498468612709;1108;327
1498468612730;1104;335
1498468612750;1099;344
1498468612769;1094;353
1498468612790;1090;362
1498468612820;1085;371
1498468612868;1081;380
1498468612898;1076;389
1498468612928;1072;398
1498468612960;1067;407
1498468612991;1062;416
1498468613023;1058;424
1498468613055;1053;433
1498468613085;1049;442
1498468613132;1044;451
1498468613165;1040;460
1498468613196;1035;469
1498468613226;1030;478
1498468613258;1026;487
1498468613289;1021;496
1498468613352;1017;505
1498468613384;1012;513
1498468613406;1008;522
1498468613429;1003;531
1498468613464;999;540
1498468613499;994;549
1498468613523;989;558
1498468613553;985;567
1498468613618;980;576
1498468613647;976;585
1498468613667;971;593
1498468613696;967;602
1498468613727;962;611
1498468613757;957;620
1498468613789;953;629
1498468613820;948;638
1498468613867;944;647
1498468613903;939;656
